#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-06-04T01:13:27 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-06-04T01:13:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=99999&-source=J/ApJ/608/243/photom&-order=I&-out=Seq&-out=Xpos&-out=Ypos&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Icmag&-out=e_Icmag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_16080243
#Name: J/ApJ/608/243
#Title: CCD BVI photometry of M12 stars (Hargis+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/apj/608/243	    IVOID of underlying data collection
#INFO	creator=Hargis J.R.	    First author or institution
#INFO	cites=bibcode:2004ApJ...608..243H	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/608/243	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.16080243	    Dataset identifier that can be used for citation
#INFO	publication_date=2004-08-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_608_243_photom:
#Name: J/ApJ/608/243/photom
#Title: BVI Photometry for M12 stars
#Column	Seq	(I5)	Sequential number	[ucd=meta.id]
#Column	Xpos	(F8.3)	X coordinate in pixels (1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	Y coordinate in pixels (1)	[ucd=pos.cartesian.y;instr.det]
#Column	Bmag	(F7.4)	? Johnson B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F7.4)	? Johnson B magnitude error	[ucd=stat.error]
#Column	Vmag	(F7.4)	? Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F7.4)	? Johnson V magnitude error	[ucd=stat.error]
#Column	Icmag	(F7.4)	? Cousins I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Icmag	(F7.4)	? Cousins I magnitude error	[ucd=stat.error]
Seq	Xpos	Ypos	Bmag	e_Bmag	Vmag	e_Vmag	Icmag	e_Icmag
  247	1121.148	1014.653	15.1613	 0.0095	14.9711	 0.0089	14.6610	 0.0106
  248	 915.654	 897.902	15.9903	 0.0110	14.9738	 0.0103	13.8024	 0.0096
  249	 959.315	 989.513	15.9486	 0.0109	14.9969	 0.0106	13.7743	 0.0108
  250	1449.660	1016.973	15.9795	 0.0087	15.0008	 0.0085	13.8206	 0.0085
  251	 319.645	1147.251	16.2724	 0.0100	15.0129	 0.0082	13.6831	 0.0087
  252	1140.333	1042.294	15.2068	 0.0090	15.0171	 0.0091	14.7205	 0.0102
  253	1108.926	 985.118	15.9982	 0.0123	15.0229	 0.0113	13.8376	 0.0101
  254	1364.524	 461.830	16.1237	 0.0093	15.0243	 0.0083	13.8157	 0.0092
  255	1753.757	 805.183	15.9991	 0.0096	15.0259	 0.0082	13.8395	 0.0086
  256	 185.271	 370.851	15.6883	 0.0102	15.0281	 0.0110	14.1928	 0.0124
  257	1053.163	1065.739	15.9880	 0.0093	15.0298	 0.0092	13.8425	 0.0093
  258	1176.198	1007.022	15.2342	 0.0101	15.0315	 0.0104	14.6858	 0.0110
  259	2029.299	 786.187	15.8390	 0.0116	15.0324	 0.0090	14.0298	 0.0089
  260	1205.519	 477.207	15.9256	 0.0090	15.0427	 0.0084	14.0460	 0.0089
  261	1133.019	1019.388	15.9994	 0.0104	15.0453	 0.0085	13.8484	 0.0099
  262	 955.483	1035.724	15.2620	 0.0095	15.0506	 0.0116	14.7068	 0.0157
  263	1130.447	 853.650	16.0252	 0.0093	15.0519	 0.0077	13.8735	 0.0085
  264	1669.824	1243.998	16.0391	 0.0090	15.0600	 0.0082	13.8772	 0.0082
  265	1218.573	 254.318	15.6580	 0.0086	15.0666	 0.0082	14.2982	 0.0087
  266	1097.777	 946.233	15.9824	 0.0112	15.0698	 0.0109	13.9490	 0.0108
  267	1108.343	1009.561	15.2687	 0.0101	15.0760	 0.0099	14.7547	 0.0113
  268	 629.160	1482.198	16.0204	 0.0091	15.0763	 0.0084	13.9605	 0.0086
  269	 996.528	1036.846	16.0616	 0.0094	15.0848	 0.0093	13.9028	 0.0086
  270	1078.108	 946.925	15.2746	 0.0092	15.0854	 0.0099	14.7318	 0.0121
  271	   4.494	 236.801	16.5862	 0.0141	15.0918	 0.0171	13.5505	 0.0103
  272	1014.447	 984.153	16.0706	 0.0113	15.0920	 0.0097	13.9396	 0.0113
  273	1024.601	 931.410	15.2950	 0.0095	15.1003	 0.0108	14.8274	 0.0135
  274	1919.458	1988.761	15.9450	 0.0089	15.1043	 0.0094	14.2135	 0.0101
  275	1106.790	 949.697	15.3049	 0.0091	15.1107	 0.0087	14.8546	 0.0098
  276	1077.548	1122.551	15.8653	 0.0101	15.1138	 0.0086	14.2104	 0.0083
  277	1151.877	 776.539	15.2848	 0.0088	15.1166	 0.0097	14.8429	 0.0112
  278	 783.233	 945.417	15.2897	 0.0087	15.1174	 0.0083	14.8588	 0.0099
  279	1412.931	  48.867	15.8991	 0.0093	15.1199	 0.0090	14.2134	 0.0085
  280	 983.318	1074.876	15.3107	 0.0096	15.1214	 0.0093	14.8032	 0.0104
  281	1186.315	1036.996	16.1256	 0.0106	15.1272	 0.0088	13.9412	 0.0093
  282	1658.705	 791.859	16.4250	 0.0103	15.1327	 0.0085	13.6724	 0.0085
  283	 541.641	1717.866	16.4835	 0.0107	15.1364	 0.0083	13.6153	 0.0085
  284	 637.202	 443.115	16.1270	 0.0097	15.1365	 0.0081	14.0360	 0.0091
  285	1226.634	 990.615	16.1151	 0.0102	15.1431	 0.0089	13.9877	 0.0092
  286	1350.545	 729.910	16.0753	 0.0090	15.1468	 0.0090	14.0111	 0.0091
  287	1728.325	 190.084	15.9090	 0.0094	15.1530	 0.0084	14.2349	 0.0084
  288	 922.732	 799.549	16.1182	 0.0107	15.1595	 0.0093	14.0084	 0.0094
  289	1130.558	1008.059	16.0841	 0.0128	15.1616	 0.0096	14.0091	 0.0102
  290	1128.862	1048.734	15.9559	 0.0101	15.1639	 0.0099	14.2059	 0.0110
  291	1082.772	 278.883	16.0493	 0.0097	15.1648	 0.0085	14.1433	 0.0085
  292	 879.592	 765.968	16.1338	 0.0099	15.1694	 0.0087	14.0110	 0.0085
  293	1003.059	1237.266	16.1357	 0.0095	15.1700	 0.0092	14.0092	 0.0093
  294	1163.043	 960.638	16.1643	 0.0105	15.1727	 0.0099	14.0234	 0.0105
  295	1020.146	 966.417	15.3680	 0.0105	15.1757	 0.0114	14.8437	 0.0137
  296	 964.471	1135.976	16.1281	 0.0115	15.1775	 0.0103	14.0141	 0.0099
  297	1037.629	1198.685	16.2551	 0.0103	15.1803	 0.0095	13.9843	 0.0090
  298	 984.787	 620.133	15.9693	 0.0097	15.1836	 0.0088	14.2879	 0.0083
  299	1129.470	 899.319	15.3606	 0.0088	15.1836	 0.0088	14.9350	 0.0101
  300	1001.233	 898.092	15.3683	 0.0101	15.1838	 0.0096	14.9792	 0.0185
  301	1219.355	1128.605	15.3582	 0.0096	15.1862	 0.0101	14.8989	 0.0117
  302	1312.385	 922.177	16.1529	 0.0101	15.1912	 0.0094	14.0379	 0.0090
  303	1244.513	1117.678	16.1415	 0.0102	15.1921	 0.0085	14.0283	 0.0092
  304	1300.309	  34.291	16.2024	 0.0095	15.1934	 0.0085	14.1186	 0.0087
  305	1933.987	 821.653	15.9442	 0.0095	15.1935	 0.0085	14.2478	 0.0087
  306	 817.460	1868.580	16.4077	 0.0100	15.1945	 0.0083	13.8326	 0.0087
  307	1088.435	 990.257	15.3931	 0.0116	15.2004	 0.0114	14.8951	 0.0153
  308	1132.086	 419.573	16.1701	 0.0090	15.2040	 0.0080	14.0383	 0.0085
  309	1923.427	 413.690	16.1664	 0.0097	15.2049	 0.0084	14.1303	 0.0089
  310	 388.472	1610.748	16.1757	 0.0090	15.2061	 0.0084	14.2047	 0.0084
  311	1057.382	 973.672	15.3787	 0.0097	15.2063	 0.0095	14.9222	 0.0121
  312	1204.215	1078.214	15.3220	 0.0087	15.2104	 0.0095	14.9798	 0.0101
  313	1104.972	1866.976	16.0740	 0.0094	15.2126	 0.0086	14.1083	 0.0084
  314	 986.057	1663.483	15.3751	 0.0089	15.2181	 0.0084	14.9582	 0.0099
  315	1118.676	 948.488	16.1533	 0.0138	15.2213	 0.0138	14.0315	 0.0136
  316	1492.139	1172.298	15.3674	 0.0088	15.2238	 0.0089	14.9882	 0.0090
  317	 997.805	 953.553	16.1982	 0.0098	15.2249	 0.0091	14.0503	 0.0090
  318	 770.683	 995.332	15.3917	 0.0089	15.2276	 0.0086	14.9832	 0.0100
  319	1317.723	1790.305	16.2733	 0.0096	15.2325	 0.0084	14.1054	 0.0084
  320	1469.242	1229.142	16.1868	 0.0095	15.2329	 0.0086	14.0517	 0.0088
  321	1051.944	1046.520	15.3880	 0.0101	15.2339	 0.0105	14.9405	 0.0140
  322	 968.972	1081.427	16.3257	 0.0098	15.2339	 0.0090	14.0142	 0.0091
  323	1083.347	1115.574	15.3820	 0.0093	15.2390	 0.0086	14.9861	 0.0120
  324	1797.899	1214.958	16.2249	 0.0093	15.2425	 0.0086	14.0543	 0.0086
  325	1196.571	 912.167	15.4213	 0.0145	15.2461	 0.0191	14.8956	 0.0444
  326	 917.363	 909.802	15.4214	 0.0099	15.2480	 0.0094	15.0138	 0.0096
  327	1306.530	1681.761	15.4131	 0.0094	15.2511	 0.0086	14.9929	 0.0095
  328	1156.397	1121.823	16.2206	 0.0096	15.2540	 0.0093	14.0865	 0.0090
  329	1107.059	 989.069	15.4154	 0.0088	15.2555	 0.0109	14.9950	 0.0130
  330	 820.629	 920.343	15.4202	 0.0086	15.2590	 0.0088	15.0275	 0.0102
  331	1325.569	 868.986	16.2159	 0.0093	15.2602	 0.0084	14.1167	 0.0083
  332	 613.923	 323.179	15.9323	 0.0096	15.2656	 0.0085	14.4061	 0.0090
  333	 945.361	1044.782	15.4458	 0.0096	15.2684	 0.0097	14.9760	 0.0110
  334	 408.026	 946.046	15.4507	 0.0088	15.2686	 0.0083	14.9925	 0.0089
  335	1003.198	1019.545	15.4423	 0.0103	15.2725	 0.0089	15.0229	 0.0124
  336	 305.242	1467.647	16.2382	 0.0088	15.2734	 0.0095	14.1169	 0.0087
  337	 953.212	1280.528	15.4381	 0.0097	15.2793	 0.0083	15.0420	 0.0102
  338	1111.838	1056.372	16.2286	 0.0108	15.2831	 0.0102	14.1115	 0.0092
  339	1046.101	1241.249	16.2208	 0.0098	15.2851	 0.0085	14.1363	 0.0102
  340	 845.553	 984.280	15.4358	 0.0097	15.2896	 0.0098	15.0595	 0.0101
  341	1576.817	 796.021	15.4442	 0.0084	15.2898	 0.0087	15.0389	 0.0096
  342	1037.450	1356.798	15.4283	 0.0087	15.2959	 0.0086	15.0621	 0.0112
  343	 999.142	 967.974	15.4966	 0.0169	15.2964	 0.0122	15.0996	 0.0182
  344	 864.729	 784.035	15.4461	 0.0088	15.2998	 0.0088	15.0806	 0.0100
  345	1227.872	 934.158	15.4679	 0.0091	15.3060	 0.0103	15.0286	 0.0116
  346	1096.323	1014.755	15.4811	 0.0114	15.3074	 0.0156	15.0327	 0.0165
  347	 868.472	1293.115	16.2957	 0.0100	15.3088	 0.0087	14.1531	 0.0088
  348	1178.984	 959.859	15.4659	 0.0105	15.3094	 0.0105	14.9945	 0.0122
  349	1203.289	1057.840	15.4634	 0.0091	15.3113	 0.0095	15.0625	 0.0104
  350	1456.024	 915.100	16.2608	 0.0092	15.3160	 0.0089	14.1609	 0.0086
  351	1039.525	1057.569	16.2670	 0.0107	15.3221	 0.0091	14.1672	 0.0095
  352	1120.770	 965.557	16.0262	 0.0256	15.3287	 0.0263	14.3330	 0.0299
  353	1180.356	1179.825	15.4847	 0.0103	15.3293	 0.0090	15.0736	 0.0101
  354	1259.833	1165.555	15.4692	 0.0093	15.3308	 0.0087	15.0848	 0.0098
  355	1400.311	 702.764	15.4535	 0.0088	15.3320	 0.0091	15.1254	 0.0107
  356	1104.496	 998.328	16.3145	 0.0132	15.3347	 0.0123	14.1796	 0.0107
  357	1064.237	 951.452	15.4849	 0.0101	15.3356	 0.0132	15.0894	 0.0135
  358	1301.466	1005.573	16.2713	 0.0103	15.3389	 0.0099	14.1940	 0.0098
  359	 699.231	1318.412	15.4750	 0.0090	15.3419	 0.0085	15.1186	 0.0096
  360	1208.079	1116.566	16.3018	 0.0101	15.3424	 0.0092	14.1944	 0.0092
  361	1469.392	 203.653	16.1826	 0.0095	15.3439	 0.0087	14.3978	 0.0083
  362	1181.458	1155.576	15.4728	 0.0094	15.3441	 0.0082	15.0846	 0.0131
  363	1142.683	1060.914	15.4938	 0.0107	15.3467	 0.0130	14.9983	 0.0167
  364	1162.384	1041.037	15.4999	 0.0087	15.3470	 0.0094	15.1206	 0.0097
  365	1328.607	 937.649	15.4778	 0.0091	15.3492	 0.0091	15.1342	 0.0099
  366	 965.946	 907.780	16.2856	 0.0131	15.3501	 0.0101	14.2620	 0.0101
  367	 970.511	 905.188	15.5108	 0.0098	15.3567	 0.0087	15.1080	 0.0109
  368	1074.195	 961.515	15.7337	 0.0115	15.3658	 0.0138	14.7679	 0.0187
  369	1230.773	 827.943	15.5092	 0.0087	15.3659	 0.0090	15.1768	 0.0117
  370	1146.373	 868.169	16.3005	 0.0106	15.3664	 0.0105	14.2600	 0.0109
  371	1197.903	 425.168	16.3329	 0.0098	15.3744	 0.0084	14.2177	 0.0084
  372	1025.913	1133.488	15.2606	 0.0146	15.3808	 0.0168	15.2956	 0.0265
  373	1255.878	 691.462	15.4816	 0.0095	15.3812	 0.0090	15.2086	 0.0093
  374	 132.625	 134.903	       	       	15.3816	 0.0124	15.0799	 0.0107
  375	1408.002	 978.829	15.5207	 0.0098	15.3823	 0.0091	15.1625	 0.0093
  376	1212.084	1069.133	16.3168	 0.0108	15.3828	 0.0095	14.2204	 0.0105
  377	1066.487	1082.110	16.3393	 0.0116	15.3846	 0.0102	14.2567	 0.0094
  378	 769.875	1145.539	16.3444	 0.0096	15.3908	 0.0087	14.2474	 0.0095
  379	1387.585	 431.501	15.5083	 0.0084	15.3912	 0.0090	15.1787	 0.0095
  380	 951.180	1032.609	16.3785	 0.0129	15.3975	 0.0098	14.2120	 0.0121
  381	1184.173	1089.300	16.3658	 0.0107	15.3984	 0.0093	14.2817	 0.0117
  382	1123.867	1030.235	16.3600	 0.0104	15.3995	 0.0100	14.2451	 0.0095
  383	 896.293	 880.735	15.5452	 0.0085	15.4033	 0.0087	15.1770	 0.0098
  384	 517.713	1096.802	16.3654	 0.0094	15.4052	 0.0084	14.2350	 0.0089
  385	1046.499	1108.517	16.3302	 0.0117	15.4074	 0.0103	14.2917	 0.0112
  386	1056.171	1600.023	15.5321	 0.0090	15.4121	 0.0083	15.2096	 0.0096
  387	   8.050	1774.723	16.6443	 0.0140	15.4155	 0.0123	13.9550	 0.0095
  388	1075.108	1127.458	15.5675	 0.0098	15.4255	 0.0107	15.1894	 0.0123
  389	1042.087	1072.117	16.3566	 0.0141	15.4258	 0.0102	14.2761	 0.0098
  390	1192.512	1044.401	15.5918	 0.0102	15.4290	 0.0105	15.1824	 0.0165
  391	1055.886	 903.620	16.3840	 0.0100	15.4334	 0.0090	14.2897	 0.0098
  392	1017.581	1013.517	16.3732	 0.0113	15.4357	 0.0090	14.3016	 0.0098
  393	 842.043	1144.157	15.5583	 0.0091	15.4367	 0.0083	15.2481	 0.0107
  394	1215.595	1084.646	16.3587	 0.0117	15.4409	 0.0090	14.3164	 0.0099
  395	1060.067	1038.714	16.3542	 0.0118	15.4415	 0.0119	14.3211	 0.0140
  396	  30.375	1161.479	16.1715	 0.0096	15.4425	 0.0101	14.4819	 0.0093
  397	1348.481	1095.096	15.5566	 0.0099	15.4428	 0.0093	15.2551	 0.0107
  398	 444.947	 507.521	16.7099	 0.0105	15.4432	 0.0090	13.9882	 0.0089
  399	1363.314	 918.993	16.3889	 0.0095	15.4434	 0.0086	14.2904	 0.0092
  400	 528.150	1070.283	16.3563	 0.0101	15.4436	 0.0088	14.4483	 0.0089
  401	1930.962	1889.682	16.2942	 0.0092	15.4497	 0.0086	14.5026	 0.0093
  402	1105.629	1003.527	16.3858	 0.0191	15.4510	 0.0181	14.3367	 0.0146
  403	 909.391	 967.748	16.3937	 0.0119	15.4616	 0.0097	14.4172	 0.0229
  404	1077.185	1060.195	16.4010	 0.0121	15.4645	 0.0133	14.4077	 0.0112
  405	 672.060	2048.186	16.7228	 0.0198	15.4659	 0.0131	       	
  406	 923.197	 814.918	15.6084	 0.0095	15.4677	 0.0104	15.2728	 0.0107
  407	1179.770	1092.332	15.6113	 0.0092	15.4680	 0.0087	15.2516	 0.0106
  408	  81.825	1515.254	16.2992	 0.0104	15.4698	 0.0094	14.5116	 0.0090
  409	1112.690	 422.106	16.4126	 0.0100	15.4726	 0.0086	14.3347	 0.0088
  410	1189.982	1037.867	16.4297	 0.0105	15.4732	 0.0093	14.3341	 0.0097
  411	 875.839	1204.158	16.4216	 0.0113	15.4734	 0.0091	14.3376	 0.0094
  412	 687.087	 500.880	15.6158	 0.0088	15.4750	 0.0084	15.2384	 0.0098
  413	2040.844	1097.289	16.2617	 0.0095	15.4771	 0.0103	14.5362	 0.0120
  414	1022.630	1025.702	15.6170	 0.0153	15.4777	 0.0131	15.2596	 0.0183
  415	1078.732	 751.934	15.5932	 0.0102	15.4791	 0.0098	15.2481	 0.0112
  416	1100.734	 816.121	16.4560	 0.0120	15.4804	 0.0111	14.3592	 0.0106
  417	 994.897	 883.611	15.6205	 0.0097	15.4819	 0.0095	15.2100	 0.0106
  418	1143.330	1123.704	15.7737	 0.0117	15.4844	 0.0101	14.9460	 0.0098
  419	1016.018	1042.878	16.4251	 0.0101	15.4859	 0.0093	14.3410	 0.0091
  420	1165.983	1062.310	17.6378	 0.0654	15.4954	 0.0170	14.6607	 0.0135
  421	1011.804	 902.365	15.6324	 0.0104	15.4967	 0.0109	15.1894	 0.0135
  422	1045.392	1199.149	15.6184	 0.0090	15.4968	 0.0088	15.3030	 0.0097
  423	 917.644	 900.041	16.4361	 0.0102	15.5068	 0.0094	14.3780	 0.0108
  424	1204.901	 721.035	16.4582	 0.0096	15.5072	 0.0089	14.3680	 0.0094
  425	 968.614	1019.970	16.4233	 0.0123	15.5076	 0.0108	14.3235	 0.0094
  426	1022.806	1188.961	15.6068	 0.0099	15.5130	 0.0096	15.3542	 0.0101
  427	1127.865	1019.026	15.6489	 0.0101	15.5130	 0.0100	15.2581	 0.0133
  428	1322.949	 826.593	15.6493	 0.0095	15.5160	 0.0084	15.3137	 0.0103
  429	 815.454	1085.311	16.4829	 0.0105	15.5172	 0.0091	14.3821	 0.0085
  430	1128.455	1090.497	15.6567	 0.0096	15.5183	 0.0091	15.3262	 0.0102
  431	1450.562	1578.956	16.2031	 0.0098	15.5220	 0.0091	14.6625	 0.0092
  432	 665.328	 889.939	15.6724	 0.0090	15.5230	 0.0089	15.3086	 0.0103
  433	1062.839	1033.166	15.6652	 0.0117	15.5292	 0.0154	15.2797	 0.0260
  434	1102.651	1392.641	15.6148	 0.0094	15.5293	 0.0089	15.3625	 0.0099
  435	1074.464	 921.470	16.4575	 0.0157	15.5299	 0.0118	14.4101	 0.0126
  436	1411.534	 369.912	16.4086	 0.0097	15.5304	 0.0088	14.5202	 0.0087
  437	1291.137	1495.563	16.4791	 0.0103	15.5385	 0.0085	14.3985	 0.0093
  438	 926.440	 978.464	16.4837	 0.0104	15.5391	 0.0095	14.4087	 0.0095
  439	1399.500	1257.022	15.6491	 0.0090	15.5395	 0.0093	15.3255	 0.0096
  440	1069.438	1081.782	16.4485	 0.0188	15.5401	 0.0152	14.3894	 0.0122
  441	1283.734	1022.433	15.6395	 0.0094	15.5417	 0.0088	15.3475	 0.0100
  442	1082.381	1035.554	16.4634	 0.0110	15.5434	 0.0092	14.3810	 0.0092
  443	1456.297	1064.017	15.6639	 0.0089	15.5437	 0.0089	15.3725	 0.0101
  444	1204.797	 953.487	16.4740	 0.0112	15.5448	 0.0106	14.4055	 0.0102
  445	 950.664	1140.608	16.4573	 0.0127	15.5523	 0.0118	14.4796	 0.0121
  446	 176.489	1528.868	16.3426	 0.0096	15.5534	 0.0102	14.6010	 0.0083
  447	1131.974	1033.608	15.7606	 0.0130	15.5542	 0.0135	15.3194	 0.0261
  448	 900.535	1283.406	16.5094	 0.0099	15.5595	 0.0092	14.4188	 0.0093
  449	1116.087	 895.206	16.5084	 0.0108	15.5595	 0.0092	14.4142	 0.0089
  450	 968.468	 886.343	15.6826	 0.0122	15.5604	 0.0094	15.3980	 0.0103
  451	1861.571	1628.593	16.2974	 0.0098	15.5653	 0.0085	14.6508	 0.0084
  452	1367.284	1196.386	16.4964	 0.0099	15.5660	 0.0087	14.4283	 0.0091
  453	1110.643	 983.520	16.4543	 0.0147	15.5685	 0.0155	14.4614	 0.0140
  454	1726.288	1191.811	15.6966	 0.0085	15.5719	 0.0085	15.3553	 0.0105
  455	 982.995	 823.988	15.6898	 0.0091	15.5770	 0.0096	15.3600	 0.0117
  456	 762.621	1573.667	16.6464	 0.0101	15.5793	 0.0086	14.3840	 0.0086
  457	 930.415	1054.539	16.5009	 0.0146	15.5820	 0.0150	14.4273	 0.0174
  458	1754.379	1324.569	15.6908	 0.0096	15.5830	 0.0091	15.3707	 0.0098
  459	1080.353	1011.384	15.7267	 0.0115	15.5839	 0.0133	15.2980	 0.0218
  460	1901.934	 229.456	16.5667	 0.0101	15.5858	 0.0095	14.4903	 0.0082
  461	1055.153	1029.309	15.7113	 0.0119	15.5865	 0.0130	15.3450	 0.0171
  462	1246.899	2041.563	16.7535	 0.0104	15.5909	 0.0109	14.3118	 0.0097
  463	1170.766	1022.859	16.5220	 0.0098	15.5930	 0.0099	14.4665	 0.0094
  464	 374.081	1098.249	16.5937	 0.0096	15.5932	 0.0087	14.4671	 0.0090
  465	1272.786	1338.359	15.7104	 0.0088	15.5942	 0.0091	15.4003	 0.0105
  466	 259.903	1507.978	16.4122	 0.0102	15.5949	 0.0091	14.6588	 0.0090
  467	 931.256	1539.905	16.5335	 0.0096	15.5954	 0.0094	14.4693	 0.0085
  468	1072.575	1289.073	16.5176	 0.0100	15.6056	 0.0092	14.4832	 0.0093
  469	 780.135	1093.668	16.4006	 0.0188	15.6111	 0.0308	14.1619	 0.0622
  470	 750.717	 369.567	16.5495	 0.0100	15.6200	 0.0088	14.4813	 0.0088
  471	1564.472	 407.018	16.5111	 0.0098	15.6212	 0.0086	14.5761	 0.0085
  472	2042.529	 288.425	16.6770	 0.0105	15.6230	 0.0099	14.4063	 0.0109
  473	 508.811	 945.811	15.7320	 0.0098	15.6233	 0.0087	15.4397	 0.0094
  474	1189.542	1073.740	16.5615	 0.0141	15.6256	 0.0098	14.4913	 0.0110
  475	1061.303	 933.369	15.7650	 0.0103	15.6312	 0.0120	15.3560	 0.0123
  476	 893.431	 990.317	15.7289	 0.0166	15.6340	 0.0391	15.4211	 0.0351
  477	 870.153	 724.662	16.2549	 0.0100	15.6370	 0.0089	14.7995	 0.0094
  478	1097.664	 914.226	16.6274	 0.0201	15.6385	 0.0159	14.6100	 0.0168
  479	 290.567	 527.062	15.7810	 0.0088	15.6396	 0.0090	15.3998	 0.0106
  480	1066.042	 974.824	15.7505	 0.0099	15.6412	 0.0121	15.4870	 0.0179
  481	1673.017	1397.905	16.5789	 0.0104	15.6427	 0.0095	14.4872	 0.0089
  482	1086.087	 907.432	16.5841	 0.0110	15.6428	 0.0094	14.5220	 0.0106
  483	 586.873	 139.268	16.9484	 0.0109	15.6447	 0.0087	14.1347	 0.0083
  484	1016.226	 346.937	15.7624	 0.0092	15.6469	 0.0091	15.4363	 0.0094
  485	1161.786	 746.537	16.5999	 0.0097	15.6487	 0.0093	14.5299	 0.0084
  486	1010.211	 986.829	16.5928	 0.0176	15.6500	 0.0145	14.5467	 0.0150
  487	1081.185	1062.292	16.5153	 0.0149	15.6539	 0.0156	14.4705	 0.0120
  488	1159.863	1120.483	16.5875	 0.0114	15.6557	 0.0093	14.5142	 0.0103
  489	1043.328	1054.654	16.5721	 0.0121	15.6574	 0.0113	14.5569	 0.0105
  490	 991.869	1189.181	16.5801	 0.0116	15.6596	 0.0095	14.5240	 0.0126
  491	1003.035	1046.822	15.7719	 0.0095	15.6616	 0.0097	15.4611	 0.0111
  492	 943.290	 781.668	16.5916	 0.0127	15.6636	 0.0102	14.5353	 0.0099
  493	1118.015	1021.168	16.5939	 0.0113	15.6651	 0.0095	14.5084	 0.0106
  494	 685.108	 939.191	16.6107	 0.0102	15.6716	 0.0085	14.5378	 0.0089
  495	1004.489	 944.773	15.7959	 0.0098	15.6729	 0.0116	15.4463	 0.0126
  496	1328.449	 813.768	16.6020	 0.0107	15.6792	 0.0095	14.5543	 0.0089
  497	1225.670	 847.811	15.7792	 0.0100	15.6898	 0.0098	15.5103	 0.0110
  498	1233.678	 767.824	16.6092	 0.0103	15.6933	 0.0091	14.5858	 0.0088
  499	1025.249	1132.699	15.4416	 0.0242	15.6954	 0.0253	14.7348	 0.0168
  500	1077.244	 917.018	16.3725	 0.0136	15.6983	 0.0105	14.8285	 0.0132
  501	1193.688	 851.066	16.6468	 0.0104	15.7017	 0.0093	14.5680	 0.0100
  502	 908.492	 789.565	16.6344	 0.0096	15.7076	 0.0095	14.5644	 0.0089
  503	1588.589	1683.294	16.8080	 0.0116	15.7087	 0.0092	14.4989	 0.0092
  504	 797.660	 658.547	16.6479	 0.0096	15.7114	 0.0090	14.5796	 0.0088
  505	 327.039	1804.975	16.5641	 0.0107	15.7188	 0.0089	14.7075	 0.0090
  506	1179.568	 724.549	16.6333	 0.0102	15.7199	 0.0094	14.5939	 0.0093
  507	1956.975	 561.503	16.5546	 0.0097	15.7207	 0.0088	14.7357	 0.0091
  508	1021.159	1903.776	17.0863	 0.0115	15.7210	 0.0089	14.1705	 0.0082
  509	1894.409	1525.661	16.5248	 0.0105	15.7216	 0.0093	14.7454	 0.0092
  510	 970.091	1158.582	16.6442	 0.0108	15.7253	 0.0091	14.6053	 0.0100
  511	1159.913	 891.715	16.6655	 0.0101	15.7300	 0.0099	14.5850	 0.0099
  512	1091.360	1667.727	16.4932	 0.0100	15.7308	 0.0088	14.8362	 0.0093
  513	1367.940	 587.535	16.6517	 0.0102	15.7361	 0.0091	14.5988	 0.0086
  514	1067.078	1021.590	16.6560	 0.0149	15.7366	 0.0113	14.6113	 0.0109
  515	1056.033	 864.856	15.8618	 0.0106	15.7374	 0.0107	15.5317	 0.0134
  516	1373.236	1413.093	15.8458	 0.0091	15.7380	 0.0090	15.5705	 0.0102
  517	1342.128	1263.249	16.6592	 0.0114	15.7386	 0.0099	14.6234	 0.0091
  518	 943.822	 916.483	15.8502	 0.0101	15.7424	 0.0095	15.5675	 0.0107
  519	1346.114	1002.443	16.6689	 0.0107	15.7460	 0.0091	14.6200	 0.0094
  520	1394.292	1961.626	16.8226	 0.0105	15.7523	 0.0088	14.5422	 0.0093
  521	1004.469	 753.878	16.6730	 0.0105	15.7525	 0.0100	14.6184	 0.0089
  522	1051.978	 975.289	16.6003	 0.0136	15.7527	 0.0149	14.6914	 0.0139
